,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_max_leaf_nodes,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
16,0.10735265413920085,0.000851542883990758,0.005000670750935872,6.25769923052137e-07,2,sqrt,8,5,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 50}",0.6929670098751461,0.6976285164752778,0.7078014682309407,0.6994656648604548,0.006193901533999379,352
17,0.21202834447224936,0.0008164374328133878,0.007999897003173828,1.9466795466607238e-07,2,sqrt,8,5,100,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 100}",0.6986342354558056,0.7054403349952809,0.7111319029514773,0.7050688244675213,0.005108909750770022,325
18,0.42277248700459796,0.0020302491168902935,0.013511180877685547,0.0004183480925489163,2,sqrt,8,5,200,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 200}",0.6981457375290437,0.705692500379063,0.7119055121464768,0.7052479166848612,0.005626194117785208,316
19,0.6281359195709229,0.0012059487164591033,0.0193326473236084,0.0009425722457365946,2,sqrt,8,5,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 5, 'n_estimators': 300}",0.6963291785419247,0.705374053030303,0.7118812827530429,0.7045281714417567,0.00637723153595409,334
20,0.10618217786153157,0.000473113234481273,0.0046664079030354815,0.00047108946525358333,2,sqrt,8,10,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 50}",0.6929670098751461,0.6976285164752778,0.7078014682309407,0.6994656648604548,0.006193901533999379,352
21,0.21106902758280435,5.384824345856835e-05,0.0076665083567301435,0.00047165134277924473,2,sqrt,8,10,100,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 100}",0.6986342354558056,0.7054403349952809,0.7111319029514773,0.7050688244675213,0.005108909750770022,325
22,0.4205589294433594,0.004957979778079159,0.014000495274861654,4.899036091938795e-07,2,sqrt,8,10,200,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 200}",0.6981457375290437,0.705692500379063,0.7119055121464768,0.7052479166848612,0.005626194117785208,316
23,0.6257350444793701,0.0033933475934546406,0.01916615168253581,0.0006144747669215815,2,sqrt,8,10,300,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': 8, 'min_samples_split': 10, 'n_estimators': 300}",0.6963291785419247,0.705374053030303,0.7118812827530429,0.7045281714417567,0.00637723153595409,334
24,0.10771751403808594,0.0002808699040923227,0.005336761474609375,0.0004759223029638561,2,sqrt,,2,50,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 50}",0.6929670098751461,0.6976285164752778,0.7078014682309407,0.6994656648604548,0.006193901533999379,352
25,0.21349000930786133,0.0004757865218977346,0.007996956507364908,5.339488039729062e-06,2,sqrt,,2,100,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 100}",0.6986342354558056,0.7054403349952809,0.7111319029514773,0.7050688244675213,0.005108909750770022,325
26,0.42058881123860675,0.0007163139656515124,0.013670126597086588,0.00047216736816330714,2,sqrt,,2,200,"{'max_depth': 2, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_samples_split': 2, 'n_estimators': 200}",0.6981457375290437,0.705692500379063,0.7119055121464768,0.7052479166848612,0.005626194117785208,316
